gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
009258,01,000003,19850131,20140818,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROWAN COMPANIES PLC,RDC,G7665A101,0000085408,1381,213111
001209,01,000003,19850430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIR PRODUCTS & CHEMICALS INC,APD,009158106,0000002969,2810,325120
008030,01,000003,19850430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NUCOR CORP,NUE,670346105,0000073309,3312,331110
004145,01,000003,19850531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PERKINELMER INC,PKI,714046109,0000031791,3826,334516
007985,01,000003,19850630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHROP GRUMMAN CORP,NOC,666807102,0001133421,3812,334511
005742,01,000003,19850731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTERPOINT ENERGY INC,CNP,15189T107,0001130310,4931,22111
011672,01,000003,19850930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TJX COS INC (THE),TJX,872540109,0000109198,5651,448140
004058,01,000003,19851031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOVER CORP,DOV,260003108,0000029905,3585,333415
008358,01,000003,19851130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PARKER-HANNIFIN CORP,PH,701094104,0000076334,3490,332912
005878,01,000003,19860228,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ILLINOIS TOOL WORKS,ITW,452308109,0000049826,3560,33399
006268,01,000003,19860531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOHNSON CONTROLS INTL PLC,JCI,G51502105,0000833444,3585,333415
004990,01,000003,19860831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAP INC,GPS,364760108,0000039911,5651,448140
007922,01,000003,19860831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORDSTROM INC,JWN,655664100,0000072333,5651,448140
007228,01,000003,19861031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDTRONIC PLC,MDT,G5960L103,0001613103,3845,334510
002269,01,000003,19861130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLOCK H & R INC,HRB,093671105,0000012659,7200,541213
010247,01,000003,19861231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYSCO CORP,SYY,871829107,0000096021,5140,4244
003310,01,000003,19870731,20181105,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CA INC,CA,12673P105,0000356028,7372,511210
007065,01,000003,19870831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARSH & MCLENNAN COS,MMC,571748102,0000062709,6411,524210
001913,01,000003,19871231,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVERY DENNISON CORP,AVY,053611109,0000008818,2670,322220
008304,01,000003,19871231,20150830,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PALL CORP,PLL.1,696429307,0000075829,3569,333999
005680,01,000003,19880331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOME DEPOT INC,HD,437076102,0000354950,5211,444110
008245,01,000003,19880430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PNC FINANCIAL SVCS GROUP INC,PNC,693475105,0000713676,6020,522110
003243,01,000003,19880531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITIGROUP INC,C,172967424,0000831001,6199,522110
010187,01,000003,19880531,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNTRUST BANKS INC,STI,867914103,0000750556,6020,522110
007409,01,000003,19880731,20100714,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MILLIPORE CORP,MIL.2,601073109,0000066479,3826,334516
007906,01,000003,19881130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NIKE INC  -CL B,NKE,654106103,0000320187,3021,316210
004213,01,000003,19890131,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ECOLAB INC,ECL,278865100,0000031462,2842,325612
007875,01,000003,19890430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWELL BRANDS INC,NWL,651229106,0000814453,3990,3399
010614,01,000003,19890430,20190808,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GLOBE LIFE INC,GL,37959E102,0000320335,6311,524113
010984,01,000003,19890731,20130708,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPRINT CORP,S,852061100,0000101830,4812,517312
012142,01,000003,19890831,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ORACLE CORP,ORCL,68389X105,0001341439,7370,519130
007904,01,000003,19890831,20111212,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NICOR INC,GAS.2,654086107,0000072020,4924,221210
002783,01,000003,19890831,20120701,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESS ENERGY INC,DUK8,743263105,0001094093,4911,2211
009372,01,000003,19891130,20170104,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ST JUDE MEDICAL INC,STJ,790849103,0000203077,3845,334510
001878,01,000003,19891201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTODESK INC,ADSK,052769106,0000769397,7370,519130
007017,01,000003,19910501,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARATHON OIL CORP,MRO,565849106,0000101778,1311,2111
023978,01,000003,19910501,20140701,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED STATES STEEL CORP,X,912909108,0001163302,3312,331110
010860,01,000003,19910919,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMEREN CORP,AEE,023608102,0001002910,4931,2211
011910,01,000003,19911001,20110427,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELL INC,NOVL,670006105,0000758004,7370,541519
001602,01,000003,19920102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMGEN INC,AMGN,031162100,0000318154,2836,325414
015708,01,000003,19920207,20150322,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN INC,AGN.2,018490102,0000850693,2834,325412
025124,01,000003,19920701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINDE PLC,LIN,G5494J103,0001707925,2810,325120
012136,01,000003,19920801,20100128,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUN MICROSYSTEMS INC,JAVA,866810203,0000709519,3571,334111
006136,01,000003,19921001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERPUBLIC GROUP OF COS,IPG,460690100,0000051644,7311,541810
029028,01,000003,19931001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COSTCO WHOLESALE CORP,COST,22160K105,0000909832,5399,452311
020779,01,000003,19931201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CISCO SYSTEMS INC,CSCO,17275R102,0000858877,3576,334210
029392,01,000003,19940101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EASTMAN CHEMICAL CO,EMN,277432100,0000915389,2821,325211
009783,01,000003,19940301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEYCORP,KEY,493267108,0000091576,6020,522110
012726,01,000003,19940301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNUM GROUP,UNM,91529Y106,0000005513,6321,524114
012141,01,000003,19940601,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROSOFT CORP,MSFT,594918104,0000789019,7372,511210
009882,01,000003,19940701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHWEST AIRLINES,LUV,844741108,0000092380,4512,481111
010903,01,000003,19940701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITEDHEALTH GROUP INC,UNH,91324P102,0000731766,6324,524114
013714,03,000003,19940901,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBS CORP,CBS,124857202,0000813828,4888,515120
009699,01,000003,19940901,20151118,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIGMA-ALDRICH CORP,SIAL,826552101,0000090185,2833,325411
007343,01,000003,19940927,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICRON TECHNOLOGY INC,MU,595112103,0000723125,3674,334413
025279,01,000003,19950224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON SCIENTIFIC CORP,BSX,101137107,0000885725,3845,334510
001704,01,000003,19950316,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED MATERIALS INC,AMAT,038222105,0000006951,3559,333242
002019,01,000003,19950331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF NEW YORK MELLON CORP,BK,064058100,0001390777,6020,522110
006781,01,000003,19950510,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LOEWS CORP,L,540424108,0000060086,6331,524126
031846,01,000003,19950530,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DARDEN RESTAURANTS INC,DRI,237194105,0000940944,5812,722511
010420,01,000003,19950703,20111220,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TELLABS INC,TLAB,879664100,0000317771,3661,334210
028349,01,000003,19950713,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLSTATE CORP,ALL,020002101,0000899051,6331,524126
014590,02,000003,19950731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FREEPORT-MCMORAN INC,FCX,35671D857,0000831259,1000,212230
012124,01,000003,19950922,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MORGAN STANLEY,MS,617446448,0000895421,6211,523110
004611,02,000003,19951108,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACY'S INC,M,55616P104,0000794367,5311,452210
008455,01,000003,19951127,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPL CORP,PPL,69351T106,0000922224,4911,2211
003231,01,000003,19951201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMERICA INC,CMA,200340107,0000028412,6020,522110
027914,01,000003,19951201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUMANA INC,HUM,444859102,0000049071,6324,621491
006529,01,000003,19951214,20140507,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LSI CORP,LSI.1,502161102,0000703360,3674,334413
061739,01,000003,19951220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARTFORD FINANCIAL SERVICES,HIG,416515104,0000874766,6331,524126
004640,01,000003,19960308,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,522110
012053,01,000003,19960328,20160907,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMC CORP/MA,EMC,268648102,0000790070,3572,334112
003221,01,000003,19960423,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AON PLC,AON,G0408V102,0000315293,6411,524210
014489,01,000003,19960906,20131028,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELL TECHNOLOGIES INC,DELL,24702R101,0001571996,3571,334111
063800,01,000003,19961104,20100228,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IMS HEALTH HOLDINGS INC,IMS,449934108,0001595262,8700,541910
010530,01,000003,19970102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,THERMO FISHER SCIENTIFIC INC,TMO,883556102,0000097745,3826,334516
023809,01,000003,19970102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOZONE INC,AZO,053332102,0000866787,5531,441310
012540,01,000003,19970506,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADOBE INC,ADBE,00724F101,0000796343,7372,511210
002751,01,000003,19970527,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARDINAL HEALTH INC,CAH,14149Y108,0000721371,5122,424210
013988,01,000003,19970602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHWAB (CHARLES) CORP,SCHW,808513105,0000316709,6282,523920
004423,01,000003,19970619,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUIFAX INC,EFX,294429105,0000033185,7323,561450
001678,01,000003,19970728,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APACHE CORP,APA,037411105,0000006769,1311,2111
011923,01,000003,19970728,20190808,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANADARKO PETROLEUM CORP,APC,032511107,0000773910,1311,2111
013341,01,000003,19970804,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESSIVE CORP-OHIO,PGR,743315103,0000080661,6331,524126
005786,01,000003,19970806,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON BANCSHARES,HBAN,446150104,0000049196,6020,522110
010035,01,000003,19970818,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STATE STREET CORP,STT,857477103,0000093751,6020,523920
006304,01,000003,19970915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KLA CORP,KLAC,482480100,0000319201,3827,333314
065417,01,000003,19971007,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM BRANDS INC,YUM,988498101,0001041061,5812,722513
011856,01,000003,19971204,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BB&T CORP,BBT,054937107,0000092230,6020,522110
014824,01,000003,19971218,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINCINNATI FINANCIAL CORP,CINF,172062101,0000020286,6331,524126
004066,01,000003,19971224,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OMNICOM GROUP,OMC,681919106,0000029989,7311,541810
012123,01,000003,19980120,20130213,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIG LOTS INC,BIG,089302103,0000768835,5331,452319
007982,01,000003,19980130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHERN TRUST CORP,NTRS,665859104,0000073124,6020,522110
009555,01,000003,19980401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEALED AIR CORP,SEE,81211K100,0001012100,3081,326113
004885,01,000003,19980429,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRANKLIN RESOURCES INC,BEN,354613101,0000038777,6282,523920
028930,02,000003,19980521,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARRIOTT INTL INC,MAR,571903202,0001048286,7011,721110
030990,01,000003,19980701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPITAL ONE FINANCIAL CORP,COF,14040H105,0000927628,6141,522210
010121,04,000003,19980701,20180604,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NAVIENT CORP,NAVI,63938C108,0001593538,6111,522298
014477,01,000003,19980717,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASTE MANAGEMENT INC,WM,94106L109,0000823768,4953,562111
025283,01,000003,19980814,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KOHL'S CORP,KSS,500255104,0000885639,5311,452210
004674,01,000003,19980828,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGIONS FINANCIAL CORP,RF,7591EP100,0001281761,6020,522110
008402,01,000003,19981001,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYCHEX INC,PAYX,704326107,0000723531,8721,541214
014650,01,000003,19981001,20130910,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BMC SOFTWARE INC,BMC,055921100,0000835729,7372,511210
024216,01,000003,19981002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AES CORP (THE),AES,00130H105,0000874761,4991,22111
015521,01,000003,19981007,20170917,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STAPLES INC,SPLS,855030102,0000791519,5110,424120
012756,01,000003,19981008,20160530,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA EUROPEAN PARTNERS,CCEP,G25839104,0001650107,2086,312111
009359,01,000003,19981113,20150126,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAFEWAY INC,SWY,786514208,0000086144,5411,445110
003735,01,000003,19981118,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DANAHER CORP,DHR,235851102,0000313616,3826,334516
013498,01,000003,19981222,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARNIVAL CORP/PLC (USA),CCL,143658300,0000815097,4400,483112
004723,01,000003,19990104,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,U S BANCORP,USB,902973304,0000036104,6020,522110
026011,01,000003,19990104,20120102,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPUWARE CORP,CPWR.1,205638109,0000859014,7372,511210
025056,01,000003,19990104,20180619,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER INC,TWX,887317303,0001105705,4888,512110
007171,01,000003,19990113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCKESSON CORP,MCK,58155Q103,0000927653,5122,424210
002884,01,000003,19990325,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTURYLINK INC,CTL,156700106,0000018926,4813,517311
027845,01,000003,19990412,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN PLC,AGN,G0177J108,0001578845,2834,325412
003439,01,000003,19990503,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CMS ENERGY CORP,CMS,125896100,0000811156,4931,22111
001449,01,000003,19990528,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFLAC INC,AFL,001055102,0000004977,6321,524114
014624,01,000003,19990624,20101219,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OFFICE DEPOT INC,ODP,676220106,0000800240,5940,453210
061591,01,000003,19990625,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETAPP INC,NTAP,64110D104,0001002047,3572,334112
002184,01,000003,19990630,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEST BUY CO INC,BBY,086516101,0000764478,5731,443142
011228,01,000003,19990701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VULCAN MATERIALS CO,VMC,929160109,0001396009,1400,212319
024800,01,000003,19990722,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALCOMM INC,QCOM,747525103,0000804328,3674,334413
061552,01,000003,19990813,20120930,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEXMARK INTL INC  -CL A,LXK,529771107,0001001288,3577,334118
025338,01,000003,19991001,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BED BATH & BEYOND INC,BBBY,075896100,0000886158,5700,442299
001075,01,000003,19991004,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PINNACLE WEST CAPITAL CORP,PNW,723484101,0000764622,4911,2211
001632,01,000003,19991012,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANALOG DEVICES,ADI,032654105,0000006281,3674,334413
012138,01,000003,19991013,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRICE (T. ROWE) GROUP,TROW,74144T108,0001113169,6282,523930
006649,01,000003,19991018,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGGETT & PLATT INC,LEG,524660107,0000058492,2510,337910
004242,01,000003,19991026,20120524,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EL PASO CORP,EP,28336L109,0001066107,4922,486210
125533,01,000003,19991105,20101116,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACTIV CORP,PTV,695257105,0001089976,3089,326199
022325,01,000003,19991108,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XILINX INC,XLNX,983919101,0000743988,3674,334413
010453,01,000003,19991115,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADYNE INC,TER,880770102,0000097210,3825,334515
061676,01,000003,19991201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITRIX SYSTEMS INC,CTXS,177376100,0000877890,7372,511210
007506,01,000003,19991201,20131209,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLEX INC,MOLX,608554101,0000067472,3678,334417
062634,01,000003,19991208,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTABA INC,AABA,021346101,0001011006,7370,519130
012389,01,000003,20000131,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARLEY-DAVIDSON INC,HOG,412822108,0000793952,3751,336991
012216,01,000003,20000403,20170312,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINEAR TECHNOLOGY CORP,LLTC,535678106,0000791907,3674,334413
014324,01,000003,20000418,20151228,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTERA CORP,ALTR.1,021441100,0000768251,3674,334413
126554,01,000003,20000605,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AGILENT TECHNOLOGIES INC,A,00846U101,0001090872,3826,334516
025434,01,000003,20000608,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARBUCKS CORP,SBUX,855244109,0000829224,5812,722513
014623,01,000003,20000619,20120604,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELLUS SYSTEMS INC,NVLS.1,670008101,0000836106,3559,333295
013646,01,000003,20000621,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIFFANY & CO,TIF,886547108,0000098246,5944,448310
066708,01,000003,20000703,20160131,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADCOM CORP,BRCM,111320107,0001054374,3674,334413
137232,01,000003,20000713,20111122,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JANUS CAPITAL GROUP INC,JNS,47102X105,,6282,523920
029241,01,000003,20000727,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIAVI SOLUTIONS INC,VIAV,925550105,0000912093,3576,334210
014934,01,000003,20000830,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEVON ENERGY CORP,DVN,25179M103,0001090012,1311,2111
139665,01,000003,20001003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOODY'S CORP,MCO,615369105,0001059556,7323,561450
112033,01,000003,20001003,20101219,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KING PHARMACEUTICALS INC,KG,495582108,0001047699,2834,325412
001661,01,000003,20001018,20150322,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NABORS INDUSTRIES LTD,NBR,G6359F103,0001163739,1381,213111
